_id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
669518f802bcf6b286d49d8c, Yaris,2016,7495,Manual,42752,Petrol,30,58,1.3
669518f802bcf6b286d49d96, Yaris,2017,9995,Manual,18518,Petrol,30,58,1.3
669518f802bcf6b286d49e1b, Yaris,2018,10488,Manual,8000,Petrol,145,47.1,1.5
669518f802bcf6b286d49e43, Yaris,2017,8495,Manual,29906,Petrol,30,58,1.3
669518f802bcf6b286d49e58, Yaris,2017,12500,Automatic,23708,Hybrid,140,76.3,1.5
669518f802bcf6b286d49e6a, Yaris,2017,10200,Manual,12859,Petrol,145,58.9,1.5
669518f802bcf6b286d49e6f, Yaris,2017,11795,Automatic,14916,Hybrid,0,86,1.5
669518f802bcf6b286d49e72, Yaris,2014,5995,Manual,60067,Diesel,0,72.4,1.4
669518f802bcf6b286d49e7e, Yaris,2018,11795,Manual,9641,Petrol,145,47.1,1.5
669518f802bcf6b286d49e7f, Yaris,2018,10495,Manual,10700,Petrol,145,58.9,1.5
669518f802bcf6b286d49e83, Yaris,2018,12295,Automatic,6051,Petrol,145,60.1,1.5
669518f802bcf6b286d49e86, Yaris,2015,5899,Manual,27152,Petrol,0,66,1
669518f802bcf6b286d49e8c, Yaris,2018,12690,Automatic,20357,Hybrid,140,76.3,1.5
669518f802bcf6b286d49e99, Yaris,2017,13290,Automatic,14108,Hybrid,0,78,1.5
669518f802bcf6b286d49ea3, Yaris,2019,12690,Manual,9,Petrol,150,47.9,1.5
669518f802bcf6b286d49eaa, Yaris,2019,13995,Manual,5693,Petrol,145,47.9,1.5
669518f802bcf6b286d49ed8, Yaris,2018,11495,Manual,7400,Petrol,145,56.5,1.5
669518f802bcf6b286d49ee4, Yaris,2018,10995,Manual,22421,Petrol,145,47.1,1.5
669518f802bcf6b286d49ef4, Yaris,2017,14295,Automatic,2441,Hybrid,135,67.3,1.5
669518f802bcf6b286d49f11, Yaris,2019,11998,Manual,9911,Petrol,145,47.9,1.5
669518f802bcf6b286d49f29, Yaris,2019,11995,Manual,7500,Petrol,145,47.9,1.5
669518f802bcf6b286d49f44, Yaris,2018,14795,Automatic,9078,Hybrid,140,76.3,1.5
669518f802bcf6b286d49f45, Yaris,2018,11295,Manual,7513,Petrol,150,47.1,1.5
669518f802bcf6b286d49f48, Yaris,2015,6599,Manual,36405,Petrol,30,58,1.3
669518f802bcf6b286d49f50, Yaris,2017,10195,Manual,20511,Petrol,145,56.5,1.5
669518f802bcf6b286d49f6e, Yaris,2019,13500,Manual,3456,Petrol,145,47.9,1.5
669518f802bcf6b286d49f74, Yaris,2018,13790,Automatic,8900,Hybrid,135,76.3,1.5
669518f802bcf6b286d49fb7, Yaris,2019,12863,Manual,4689,Petrol,145,47.9,1.5
669518f802bcf6b286d49fbb, Yaris,2019,12436,Manual,4034,Petrol,145,47.9,1.5
669518f802bcf6b286d49fdf, Yaris,2018,11494,Manual,15436,Petrol,150,56.5,1.5
669518f802bcf6b286d49fe8, Yaris,2017,11695,Automatic,5938,Petrol,30,58,1.3
669518f802bcf6b286d4a002, Yaris,2017,9999,Manual,15717,Petrol,145,58.9,1.5
669518f802bcf6b286d4a00e, Yaris,2014,9999,Automatic,36001,Hybrid,0,76.3,1.5
669518f802bcf6b286d4a01c, Yaris,2019,12500,Manual,2591,Petrol,145,47.9,1.5
669518f802bcf6b286d4a022, Yaris,2014,7348,Manual,15781,Petrol,30,58,1.3
669518f802bcf6b286d4a028, Yaris,2019,12795,Automatic,8500,Petrol,145,47.9,1.5
669518f802bcf6b286d4a03e, Yaris,2017,10990,Manual,19029,Petrol,30,55,1.3
669518f802bcf6b286d4a040, Yaris,2017,10395,Manual,26500,Petrol,145,56.5,1.5
669518f802bcf6b286d4a045, Yaris,2019,11495,Manual,11162,Petrol,145,47.9,1.5
669518f802bcf6b286d4a050, Yaris,2018,9750,Manual,20585,Petrol,145,58.9,1.5
669518f802bcf6b286d4a051, Yaris,2016,10250,Automatic,41080,Hybrid,0,86,1.5
669518f802bcf6b286d4a067, Yaris,2015,6995,Manual,28000,Petrol,30,58,1.3
669518f802bcf6b286d4a06e, Yaris,2014,6230,Manual,44011,Petrol,125,52.3,1.3
669518f802bcf6b286d49984, Corolla,2019,15990,Manual,6449,Petrol,145,39.2,1.2
669518f802bcf6b286d49991, Corolla,2019,16490,Manual,4890,Petrol,145,39.2,1.2
669518f802bcf6b286d4999b, Corolla,2019,21490,Automatic,9107,Hybrid,135,72.4,2
669518f802bcf6b286d499b5, Corolla,2019,17960,Manual,4500,Petrol,145,39.2,1.2
669518f802bcf6b286d499b8, Corolla,2019,24795,Automatic,6770,Hybrid,135,72.4,2
669518f802bcf6b286d499cc, Corolla,2020,28000,Automatic,10,Hybrid,140,56.5,1.8
669518f802bcf6b286d499d0, Corolla,2019,21665,Automatic,11051,Hybrid,135,85.6,1.8
669518f802bcf6b286d499f6, Corolla,2019,20689,Automatic,7963,Hybrid,135,85.6,1.8
669518f802bcf6b286d499fa, Corolla,2019,15291,Manual,7317,Petrol,145,39.2,1.2
669518f802bcf6b286d499fb, Corolla,2019,22780,Automatic,9980,Hybrid,135,72.4,2
669518f802bcf6b286d49a23, Corolla,2019,25495,Automatic,9317,Hybrid,135,85.6,1.8
669518f802bcf6b286d49a34, Corolla,2019,16200,Manual,3837,Petrol,145,39.2,1.2
669518f802bcf6b286d49a3b, Corolla,2019,19990,Automatic,9968,Hybrid,135,85.6,1.8
669518f802bcf6b286d49a3e, Corolla,2019,21350,Automatic,15481,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a4f, Corolla,2005,3495,Manual,77500,Petrol,235,40.4,1.6
669518f802bcf6b286d49a50, Corolla,2004,2095,Manual,96000,Petrol,260,36.7,1.8
669518f802bcf6b286d49a51, Corolla,2019,23250,Automatic,3568,Hybrid,140,72.4,2
669518f802bcf6b286d49a64, RAV4,2014,9698,Manual,80049,Diesel,145,53,2
669518f802bcf6b286d49a73, RAV4,2019,29498,Automatic,9727,Hybrid,135,49.6,2.5
669518f802bcf6b286d49a85, RAV4,2016,23990,Automatic,20101,Hybrid,20,55.4,2.5
669518f802bcf6b286d49ae4, RAV4,2016,21495,Automatic,13586,Hybrid,20,57.6,2.5
669518f802bcf6b286d49af0, RAV4,2017,20498,Automatic,20829,Hybrid,135,57.6,2.5
669518f802bcf6b286d49af7, RAV4,2015,13690,Automatic,50417,Diesel,265,42.2,2.2
669518f802bcf6b286d49af8, RAV4,2017,21990,Automatic,14562,Hybrid,20,57.6,2.5
669518f802bcf6b286d49af9, RAV4,2016,18490,Automatic,40049,Hybrid,20,57.6,2.5
669518f802bcf6b286d49afa, RAV4,2013,11995,Manual,29445,Diesel,160,49.6,2.2
669518f802bcf6b286d49b08, RAV4,2015,11795,Automatic,48125,Diesel,260,42.2,2.2
669518f802bcf6b286d49b34, RAV4,2016,23691,Automatic,13281,Hybrid,20,55.4,2.5
669518f802bcf6b286d49b38, RAV4,2017,21323,Automatic,19986,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b48, RAV4,2018,17590,Manual,29883,Diesel,145,60.1,2
669518f802bcf6b286d49b6a, RAV4,2017,17295,Manual,31057,Diesel,150,60.1,2
669518f802bcf6b286d49b6f, RAV4,2016,21995,Automatic,22531,Hybrid,20,55.4,2.5
669518f802bcf6b286d49b72, RAV4,2016,21018,Automatic,57500,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b77, RAV4,2018,22346,Automatic,10116,Petrol,145,48.7,2
669518f802bcf6b286d49b79, RAV4,2015,11804,Manual,38999,Diesel,125,57.6,2
669518f802bcf6b286d49b7b, RAV4,2020,36500,Automatic,1114,Hybrid,135,49.6,2.5
669518f802bcf6b286d49b97, RAV4,2016,19995,Automatic,31186,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b9a, RAV4,2016,18823,Automatic,30045,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b9d, RAV4,2019,30999,Automatic,10768,Hybrid,140,51.1,2.5
669518f802bcf6b286d49ba8, RAV4,2010,6250,Manual,91500,Diesel,200,48.7,2.2
669518f802bcf6b286d49bb7, RAV4,2013,10440,Manual,49450,Diesel,125,57.6,2
669518f802bcf6b286d49bc6, RAV4,2014,11400,Manual,36933,Diesel,145,53,2
669518f802bcf6b286d49be7, RAV4,2017,14950,Manual,42543,Diesel,125,60.1,2
669518f802bcf6b286d49bfc, RAV4,2008,5195,Automatic,61000,Petrol,330,31.4,2
669518f802bcf6b286d49c05, RAV4,2013,11000,Manual,63251,Diesel,165,49.6,2.2
669518f802bcf6b286d49c29, RAV4,2017,14995,Manual,20125,Diesel,125,60.1,2
669518f802bcf6b286d49c2b, RAV4,2016,20995,Automatic,22105,Hybrid,20,57.6,2.5
669518f802bcf6b286d49c30, Yaris,2019,14000,Automatic,6821,Petrol,150,47.9,1.5
669518f802bcf6b286d49c48, Yaris,2018,8998,Manual,17120,Petrol,145,58.9,1.5
669518f802bcf6b286d49c76, Yaris,2014,6995,Manual,67441,Petrol,125,52.3,1.3
669518f802bcf6b286d49c7a, Yaris,2016,8998,Manual,13347,Petrol,30,58,1.3
669518f802bcf6b286d49c7b, Yaris,2014,8998,Automatic,56307,Hybrid,0,76.3,1.5
669518f802bcf6b286d49c96, Yaris,2016,7998,Manual,30159,Petrol,30,58,1.3
669518f802bcf6b286d49c9c, Yaris,2016,7998,Manual,30233,Petrol,30,58,1.3
669518f802bcf6b286d49cb0, Yaris,2015,7298,Manual,32601,Petrol,30,55,1.3
669518f802bcf6b286d49cb5, Yaris,2016,9498,Manual,6849,Petrol,30,55,1.3
669518f802bcf6b286d49cb9, Yaris,2017,8998,Manual,19404,Petrol,145,58.9,1.5
669518f802bcf6b286d49cc6, Yaris,2018,10440,Manual,24155,Petrol,145,58.9,1.5
669518f802bcf6b286d49ce7, Yaris,2017,8298,Manual,13120,Petrol,30,58,1.3
669518f802bcf6b286d49cfa, Yaris,2017,12995,Automatic,20050,Hybrid,0,86,1.5
669518f802bcf6b286d49cfb, Yaris,2017,11990,Automatic,13196,Petrol,150,60.1,1.5
669518f802bcf6b286d49d01, Yaris,2019,11998,Manual,1404,Petrol,150,47.9,1.5
669518f802bcf6b286d49d06, Yaris,2018,10790,Manual,16424,Petrol,145,58.9,1.5
669518f802bcf6b286d49d13, Yaris,2016,13570,Automatic,18629,Hybrid,0,78,1.5
669518f802bcf6b286d49d60, Yaris,2018,10998,Automatic,21608,Petrol,145,60.1,1.5
669518f802bcf6b286d49dc0, Yaris,2019,12250,Manual,473,Petrol,145,47.9,1.5
669518f802bcf6b286d49dcf, Yaris,2017,7500,Manual,63379,Petrol,30,58,1.3
669518f802bcf6b286d49df1, Yaris,2017,9290,Manual,19762,Petrol,145,58.9,1.5
669518f802bcf6b286d49dfb, Yaris,2017,8775,Manual,6500,Petrol,30,58,1.3
669518f802bcf6b286d49e19, Yaris,2019,13988,Manual,2000,Petrol,150,47.9,1.5
669518f802bcf6b286d49e22, Yaris,2015,11500,Automatic,14387,Hybrid,0,78,1.5
669518f802bcf6b286d49e25, Yaris,2017,8148,Manual,24525,Petrol,30,58,1.3
669518f802bcf6b286d49e30, Yaris,2016,6997,Manual,21403,Petrol,30,58,1.3
669518f802bcf6b286d49e3a, Yaris,2018,12995,Automatic,11327,Hybrid,140,76.3,1.5
669518f802bcf6b286d49e4f, Yaris,2017,8995,Manual,11682,Petrol,30,58,1.3
669518f802bcf6b286d49e5a, Yaris,2014,5850,Manual,44150,Petrol,125,52.3,1.3
669518f802bcf6b286d49e63, Yaris,2019,12000,Manual,10308,Petrol,145,47.9,1.5
669518f802bcf6b286d49e89, Yaris,2016,9495,Automatic,26191,Petrol,30,58,1.3
669518f802bcf6b286d49e96, Yaris,2018,9790,Manual,8116,Petrol,145,48.7,1
669518f802bcf6b286d49ea4, Yaris,2019,11995,Manual,12222,Petrol,145,47.9,1.5
669518f802bcf6b286d49ea9, Yaris,2019,11995,Manual,10105,Petrol,145,47.9,1.5
669518f802bcf6b286d49eb2, Yaris,2019,11990,Manual,9119,Petrol,145,47.9,1.5
669518f802bcf6b286d49eb7, Yaris,2018,10895,Manual,14970,Petrol,145,56.5,1.5
669518f802bcf6b286d49ebb, Yaris,2017,10391,Automatic,30107,Petrol,30,58,1.3
669518f802bcf6b286d49ec8, Yaris,2014,6498,Manual,33289,Petrol,125,52.3,1.3
669518f802bcf6b286d49eca, Yaris,2019,12495,Manual,6285,Petrol,145,47.9,1.5
669518f802bcf6b286d49ed4, Yaris,2019,11990,Manual,12314,Petrol,145,47.9,1.5
669518f802bcf6b286d49eea, Yaris,2018,11195,Manual,14001,Petrol,145,58.9,1.5
669518f802bcf6b286d49ef2, Yaris,2018,12295,Manual,12010,Petrol,145,47.1,1.5
669518f802bcf6b286d49f06, Yaris,2017,10595,Manual,8044,Petrol,150,56.5,1.5
669518f802bcf6b286d49f0c, Yaris,2015,10295,Automatic,32883,Hybrid,0,78,1.5
669518f802bcf6b286d49f15, Yaris,2019,12498,Automatic,9133,Petrol,145,47.9,1.5
669518f802bcf6b286d49f24, Yaris,2019,12995,Manual,8600,Petrol,145,47.9,1.5
669518f802bcf6b286d49f28, Yaris,2019,11995,Manual,12568,Petrol,145,47.9,1.5
669518f802bcf6b286d49f31, Yaris,2019,12495,Manual,4344,Petrol,145,47.9,1.5
669518f802bcf6b286d49f3a, Yaris,2013,5750,Manual,39675,Petrol,125,51.4,1.3
669518f802bcf6b286d49f4e, Yaris,2017,11998,Automatic,23663,Hybrid,0,86,1.5
669518f802bcf6b286d49f52, Yaris,2019,12995,Manual,3491,Petrol,145,47.9,1.5
669518f802bcf6b286d49f57, Yaris,2015,11290,Automatic,23628,Hybrid,0,78,1.5
669518f802bcf6b286d49f5b, Yaris,2017,9500,Manual,15603,Petrol,150,58.9,1.5
669518f802bcf6b286d49f65, Yaris,2017,9600,Manual,31413,Petrol,145,58.9,1.5
669518f802bcf6b286d49f71, Yaris,2013,6694,Manual,35904,Petrol,125,51.4,1.3
669518f802bcf6b286d49f7b, Yaris,2013,8298,Automatic,54473,Hybrid,0,80.7,1.5
669518f802bcf6b286d49f92, Yaris,2014,9387,Automatic,47511,Hybrid,0,80.7,1.5
669518f802bcf6b286d49f9e, Yaris,2019,11661,Manual,6365,Petrol,145,47.9,1.5
669518f802bcf6b286d49fdd, Yaris,2019,12096,Manual,2761,Petrol,145,47.9,1.5
669518f802bcf6b286d49ff6, Yaris,2018,9795,Manual,35657,Petrol,145,58.9,1.5
669518f802bcf6b286d49ffc, Yaris,2013,8999,Automatic,47151,Hybrid,0,76.3,1.5
669518f802bcf6b286d49fff, Yaris,2017,10000,Manual,34500,Petrol,150,58.9,1.5
669518f802bcf6b286d4a004, Yaris,2016,10999,Automatic,29984,Petrol,30,55,1.3
669518f802bcf6b286d4a005, Yaris,2013,7499,Semi-Auto,19220,Petrol,125,53.3,1.3
669518f802bcf6b286d4a008, Yaris,2013,6420,Manual,33040,Petrol,125,52.3,1.3
669518f802bcf6b286d4a009, Yaris,2016,8795,Manual,17500,Petrol,30,58,1.3
669518f802bcf6b286d4a00d, Yaris,2015,9995,Automatic,36000,Hybrid,0,86,1.5
669518f802bcf6b286d4a01e, Yaris,2018,10995,Manual,13500,Petrol,150,47.1,1.5
669518f802bcf6b286d4a03b, Yaris,2017,8995,Manual,22640,Petrol,30,58,1.3
669518f802bcf6b286d4a063, Yaris,2018,10450,Manual,8676,Petrol,150,47.1,1.5
669518f802bcf6b286d4a075, Yaris,2018,9650,Manual,21973,Petrol,145,47.1,1.5
669518f802bcf6b286d4a07b, Yaris,2016,9795,Manual,23877,Petrol,30,55,1.3
669518f802bcf6b286d4a07c, Yaris,2017,14295,Automatic,18500,Hybrid,0,78,1.5
669518f802bcf6b286d4a080, Yaris,2016,11795,Automatic,25000,Hybrid,0,78,1.5
669518f802bcf6b286d499ad, Corolla,2019,16490,Manual,9625,Petrol,145,39.2,1.2
669518f802bcf6b286d49987, Corolla,2019,22990,Automatic,5268,Hybrid,135,72.4,2
669518f802bcf6b286d499ae, Corolla,2019,19790,Automatic,5804,Hybrid,135,85.6,1.8
669518f802bcf6b286d499b6, Corolla,2019,23995,Automatic,5784,Hybrid,135,72.4,2
669518f802bcf6b286d499c0, Corolla,2019,24998,Automatic,2474,Hybrid,140,72.4,2
669518f802bcf6b286d499c1, Corolla,2019,23498,Automatic,6513,Hybrid,140,78.5,1.8
669518f802bcf6b286d499de, Corolla,2019,19900,Manual,6522,Petrol,145,39.2,1.2
669518f802bcf6b286d499ed, Corolla,2019,22050,Automatic,12000,Hybrid,135,72.4,2
669518f802bcf6b286d499ff, Corolla,2019,23505,Automatic,9264,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a20, Corolla,2019,15991,Manual,10,Petrol,145,39.2,1.2
669518f802bcf6b286d49a28, Corolla,2008,4295,Manual,76300,Petrol,260,36.7,1.8
669518f802bcf6b286d49a36, Corolla,2020,25990,Automatic,1112,Other,135,53.3,2
669518f802bcf6b286d49a49, Corolla,2019,24295,Automatic,6568,Hybrid,135,72.4,2
669518f802bcf6b286d49a63, RAV4,2017,16498,Automatic,37539,Petrol,200,43.5,2
669518f802bcf6b286d49a75, RAV4,2014,11498,Automatic,47545,Diesel,260,42.2,2.2
669518f802bcf6b286d49a93, RAV4,2016,15200,Manual,27232,Diesel,125,60.1,2
669518f802bcf6b286d49a99, RAV4,2019,27570,Automatic,15581,Hybrid,135,52.3,2.5
669518f802bcf6b286d49a9d, RAV4,2017,23070,Automatic,23605,Hybrid,20,55.4,2.5
669518f802bcf6b286d49a9e, RAV4,2019,29995,Automatic,9709,Hybrid,135,49.6,2.5
669518f802bcf6b286d49aa3, RAV4,2014,10995,Manual,59627,Diesel,125,57.6,2
669518f802bcf6b286d49aae, RAV4,2019,31995,Automatic,11728,Hybrid,140,49.6,2.5
669518f802bcf6b286d49ac2, RAV4,2017,22000,Automatic,19511,Hybrid,20,55.4,2.5
669518f802bcf6b286d49acb, RAV4,2013,9945,Manual,62541,Diesel,165,49.6,2.2
669518f802bcf6b286d49ad5, RAV4,2014,11000,Manual,52561,Diesel,125,57.6,2
669518f802bcf6b286d49adf, RAV4,2017,18995,Automatic,39000,Hybrid,140,57.6,2.5
669518f802bcf6b286d49aef, RAV4,2017,19000,Automatic,16000,Petrol,200,43.5,2
669518f802bcf6b286d49afe, RAV4,2017,18798,Automatic,37386,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b07, RAV4,2016,14995,Manual,25801,Diesel,125,60.1,2
669518f802bcf6b286d49b13, RAV4,2020,33995,Automatic,1500,Hybrid,135,51.1,2.5
669518f802bcf6b286d49b18, RAV4,2016,13900,Manual,14152,Diesel,125,60.1,2
669518f802bcf6b286d49b1c, RAV4,2015,13499,Manual,18200,Diesel,125,57.6,2
669518f802bcf6b286d49b1f, RAV4,2016,13999,Manual,31457,Diesel,125,60.1,2
669518f802bcf6b286d49b20, RAV4,2014,12495,Manual,30726,Diesel,145,53,2
669518f802bcf6b286d49b27, RAV4,2016,20298,Automatic,18078,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b3d, RAV4,2015,14999,Automatic,33481,Diesel,260,42.2,2.2
669518f802bcf6b286d49b46, RAV4,2017,18995,Automatic,21676,Petrol,205,43.5,2
669518f802bcf6b286d49b47, RAV4,2016,15495,Automatic,43000,Petrol,205,43.5,2
669518f802bcf6b286d49b5d, RAV4,2017,18000,Automatic,33128,Petrol,205,43.5,2
669518f802bcf6b286d49b76, RAV4,2017,21395,Automatic,53569,Hybrid,20,55.4,2.5
669518f802bcf6b286d49ba9, RAV4,2011,7500,Automatic,87200,Diesel,300,39.8,2.2
669518f802bcf6b286d49bd1, RAV4,2016,16000,Automatic,101510,Hybrid,20,55.4,2.5
669518f802bcf6b286d49bd7, RAV4,2007,4295,Manual,63742,Diesel,235,42.8,2.2
669518f802bcf6b286d49bda, RAV4,2017,23499,Automatic,15236,Hybrid,20,55.4,2.5
669518f802bcf6b286d49be0, RAV4,2016,22499,Automatic,18194,Hybrid,20,55.4,2.5
669518f802bcf6b286d49bf6, RAV4,2015,13495,Automatic,58974,Diesel,265,42.2,2.2
669518f802bcf6b286d49c2f, RAV4,2012,10490,Automatic,52000,Diesel,300,39.2,2.2
669518f802bcf6b286d49c54, Yaris,2018,10298,Manual,10525,Petrol,145,58.9,1.5
669518f802bcf6b286d49c56, Yaris,2018,14495,Automatic,7562,Hybrid,135,76.3,1.5
669518f802bcf6b286d49c75, Yaris,2015,10998,Automatic,34802,Hybrid,0,78,1.5
669518f802bcf6b286d49c78, Yaris,2017,12498,Automatic,11485,Hybrid,0,86,1.5
669518f802bcf6b286d49c8a, Yaris,2016,7998,Manual,37119,Petrol,30,58,1.3
669518f802bcf6b286d49ca2, Yaris,2014,6998,Manual,24900,Petrol,125,51.4,1.3
669518f802bcf6b286d49ca6, Yaris,2017,9998,Manual,30241,Petrol,145,56.5,1.5
669518f802bcf6b286d49cab, Yaris,2015,8998,Automatic,16821,Petrol,30,58,1.3
669518f802bcf6b286d49cd3, Yaris,2017,8898,Manual,16045,Petrol,30,58,1.3
669518f802bcf6b286d49cd7, Yaris,2018,11290,Manual,15699,Petrol,145,47.1,1.5
669518f802bcf6b286d49cfc, Yaris,2016,8570,Manual,29466,Petrol,30,55,1.3
669518f802bcf6b286d49cff, Yaris,2016,6495,Manual,25345,Petrol,0,66,1
669518f802bcf6b286d49d07, Yaris,2019,11490,Manual,8793,Petrol,150,47.9,1.5
669518f802bcf6b286d49d08, Yaris,2018,10670,Manual,16795,Petrol,145,58.9,1.5
669518f802bcf6b286d49d0f, Yaris,2017,9998,Automatic,31728,Petrol,30,58,1.3
669518f802bcf6b286d49d19, Yaris,2016,9798,Manual,17873,Petrol,30,55,1.3
669518f802bcf6b286d49d2b, Yaris,2018,10995,Manual,10601,Petrol,145,58.9,1.5
669518f802bcf6b286d49d2c, Yaris,2015,10495,Automatic,37774,Hybrid,0,78,1.5
669518f802bcf6b286d49d47, Yaris,2015,10998,Automatic,17140,Hybrid,0,86,1.5
669518f802bcf6b286d49d73, Yaris,2019,12495,Manual,5931,Petrol,145,47.9,1.5
669518f802bcf6b286d49988, Corolla,2019,18295,Manual,1110,Petrol,145,39.2,1.2
669518f802bcf6b286d4999a, Corolla,2019,21490,Automatic,10124,Hybrid,135,85.6,1.8
669518f802bcf6b286d4999f, Corolla,2020,25490,Automatic,1697,Hybrid,135,56.5,1.8
669518f802bcf6b286d499a5, Corolla,2019,17990,Manual,6057,Petrol,145,39.2,1.2
669518f802bcf6b286d499be, Corolla,2019,23395,Automatic,6125,Hybrid,135,78.5,1.8
669518f802bcf6b286d499e4, Corolla,2020,28495,Automatic,2141,Hybrid,140,56.5,1.8
669518f802bcf6b286d49a0e, Corolla,2019,23995,Automatic,42,Hybrid,135,57.7,1.8
669518f802bcf6b286d49a30, Corolla,2019,23650,Automatic,8087,Hybrid,135,72.4,2
669518f802bcf6b286d49a42, Corolla,2019,21990,Automatic,10055,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a47, Corolla,2019,22250,Automatic,8563,Hybrid,135,78.5,1.8
669518f802bcf6b286d49a54, Corolla,2019,21250,Automatic,7125,Hybrid,135,85.6,1.8
669518f802bcf6b286d49a6d, RAV4,2017,20795,Automatic,25000,Hybrid,20,57.6,2.5
669518f802bcf6b286d49a7d, RAV4,2019,28998,Automatic,10910,Hybrid,135,51.1,2.5
669518f802bcf6b286d49a88, RAV4,2016,17495,Automatic,58100,Hybrid,20,55.4,2.5
669518f802bcf6b286d49aad, RAV4,2019,31995,Automatic,11970,Hybrid,140,49.6,2.5
669518f802bcf6b286d49ab4, RAV4,2014,10999,Manual,57942,Diesel,145,53,2
669518f802bcf6b286d49ad7, RAV4,2019,29980,Automatic,6691,Hybrid,135,49.6,2.5
669518f802bcf6b286d49adc, RAV4,2017,18490,Automatic,30305,Petrol,145,43.5,2
669518f802bcf6b286d49af6, RAV4,2017,19995,Automatic,30489,Hybrid,140,57.6,2.5
669518f802bcf6b286d49b01, RAV4,2017,20990,Automatic,17681,Petrol,145,43.5,2
669518f802bcf6b286d49b1d, RAV4,2017,16711,Manual,17000,Diesel,125,60.1,2
669518f802bcf6b286d49b22, RAV4,2017,18562,Manual,11556,Diesel,125,60.1,2
669518f802bcf6b286d49b2c, RAV4,2018,25991,Automatic,13000,Hybrid,140,55.4,2.5
669518f802bcf6b286d49b3f, RAV4,2014,11990,Manual,34050,Diesel,150,53,2
669518f802bcf6b286d49b59, RAV4,2016,14650,Manual,22080,Diesel,125,60.1,2
669518f802bcf6b286d49b5b, RAV4,2016,19990,Automatic,26128,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b6b, RAV4,2016,23995,Automatic,23750,Hybrid,20,55.4,2.5
669518f802bcf6b286d49b7a, RAV4,2016,18995,Automatic,47339,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b85, RAV4,2017,20750,Automatic,25596,Hybrid,20,57.6,2.5
669518f802bcf6b286d49b8d, RAV4,2016,17750,Automatic,18863,Petrol,205,43.5,2
669518f802bcf6b286d49bad, RAV4,2005,3695,Manual,105000,Diesel,300,39.8,2
669518f802bcf6b286d49bae, RAV4,2005,3495,Manual,99000,Diesel,300,39.8,2
669518f802bcf6b286d49bc1, RAV4,2017,16200,Manual,31696,Diesel,145,60.1,2
669518f802bcf6b286d49bc7, RAV4,2016,21000,Automatic,33195,Hybrid,20,55.4,2.5
669518f802bcf6b286d49be3, RAV4,2016,18795,Automatic,57000,Hybrid,20,55.4,2.5
669518f802bcf6b286d49c07, RAV4,2017,19200,Automatic,25362,Petrol,200,43.5,2
669518f802bcf6b286d49c09, RAV4,2017,22995,Automatic,1454,Hybrid,140,57.6,2.5
669518f802bcf6b286d49c17, RAV4,2017,17500,Automatic,26666,Hybrid,135,57.6,2.5
669518f802bcf6b286d49c1a, RAV4,2017,16900,Automatic,50732,Hybrid,20,57.6,2.5
669518f802bcf6b286d49c3c, Yaris,2019,11298,Manual,9785,Petrol,145,47.9,1.5
669518f802bcf6b286d49c5a, Yaris,2020,12995,Manual,976,Petrol,145,47.9,1.5
669518f802bcf6b286d49c66, Yaris,2016,11495,Automatic,9500,Hybrid,0,86,1.5
669518f802bcf6b286d49c89, Yaris,2017,7998,Manual,35655,Petrol,30,58,1.3
669518f802bcf6b286d49c92, Yaris,2016,7698,Manual,35987,Petrol,30,58,1.3
669518f802bcf6b286d49c9d, Yaris,2017,9998,Manual,22500,Petrol,145,55,1.3
669518f802bcf6b286d49ca4, Yaris,2016,7298,Manual,17001,Petrol,0,66,1
669518f802bcf6b286d49cc5, Yaris,2016,13590,Automatic,10320,Hybrid,0,78,1.5
669518f802bcf6b286d49cd5, Yaris,2017,9998,Manual,10346,Petrol,145,56.5,1.5
669518f802bcf6b286d49cde, Yaris,2017,10298,Manual,22350,Petrol,150,56.5,1.5
669518f802bcf6b286d49cea, Yaris,2016,10495,Automatic,45211,Hybrid,0,86,1.5
669518f802bcf6b286d49cf5, Yaris,2017,13070,Automatic,14200,Hybrid,0,86,1.5
669518f802bcf6b286d49d11, Yaris,2017,8998,Manual,21198,Petrol,30,58,1.3
669518f802bcf6b286d49d28, Yaris,2017,9495,Manual,12971,Petrol,145,66,1
669518f802bcf6b286d49d4c, Yaris,2017,8995,Manual,19600,Petrol,145,58.9,1.5
669518f802bcf6b286d49d5a, Yaris,2017,8998,Manual,19680,Petrol,145,58.9,1.5
669518f802bcf6b286d49d68, Yaris,2019,11495,Manual,10994,Petrol,150,47.9,1.5
669518f802bcf6b286d49d69, Yaris,2016,12995,Automatic,13486,Hybrid,0,78,1.5
669518f802bcf6b286d49d76, Yaris,2016,8995,Manual,33920,Petrol,30,55,1.3
